id	numPatients	name	source	subtype	mutGenes	patients	pval	expected	n
GO:0045860	4	positive regulation of protein kinase activity	go	BP	CACUL1,PPP1R9A,RELN,VLDLR	NP11,NP12,NP17,NP19	0.061	1.59	1000
GO:0098911	2	regulation of ventricular cardiac muscle cell action potential	go	BP	CACNA1C,CTNNA3,RYR2	NP11,NP19	0.061	0.359	1000
GO:0051598	1	meiotic recombination checkpoint	go	BP	HORMAD1	NP11	0.061	0.065	1000
GO:0033344	3	cholesterol efflux	go	BP	ABCA13	NP01,NP04,NP17	0.062	0.951	1000
GO:0001944	2	vasculature development	go	BP	FBXW7,FLT4	NP10,NP11	0.062	0.42	1000
GO:0030328	1	prenylcysteine catabolic process	go	BP	PCYOX1	NP11	0.062	0.068	1000
GO:0002086	1	diaphragm contraction	go	BP	GAA	NP11	0.063	0.068	1000
GO:0090158	1	endoplasmic reticulum membrane organization	go	BP	TRDN	NP04	0.063	0.067	1000
GO:1904395	1	positive regulation of skeletal muscle acetylcholine-gated channel clustering	go	BP	PTN	NP10	0.063	0.071	1000
GO:0045060	2	negative thymic T cell selection	go	BP	DOCK2,GLI3	NP01,NP17	0.064	0.444	1000
GO:2000353	2	positive regulation of endothelial cell apoptotic process	go	BP	CD248,COL18A1	NP11,NP16	0.064	0.457	1000
GO:0002072	1	optic cup morphogenesis involved in camera-type eye development	go	BP	ALDH1A3	NP10	0.064	0.069	1000
GO:0002329	1	pre-B cell differentiation	go	BP	ATP11C	NP10	0.064	0.067	1000
GO:2001170	1	negative regulation of ATP biosynthetic process	go	BP	PID1	NP11	0.064	0.075	1000
GO:0036065	2	fucosylation	go	BP	FUT9	NP16,NP19	0.065	0.399	1000
GO:0051639	2	actin filament network formation	go	BP	ACTN1,FHOD3	NP11,NP12	0.065	0.429	1000
GO:0043217	1	myelin maintenance	go	BP	CXCR4	NP19	0.065	0.068	1000
GO:0046373	1	L-arabinose metabolic process	go	BP	OTOG	NP11	0.065	0.073	1000
GO:0070085	1	glycosylation	go	BP	CLN5	NP10	0.065	0.074	1000
GO:0071140	1	resolution of mitotic recombination intermediates	go	BP	GEN1	NP11	0.065	0.074	1000
GO:0072560	1	type B pancreatic cell maturation	go	BP	NKX6-1	NP16	0.065	0.07	1000
GO:0046888	2	negative regulation of hormone secretion	go	BP	FGF23,IL11	NP17,NP19	0.066	0.405	1000
GO:0060073	1	micturition	go	BP	KCNMA1	NP12	0.066	0.073	1000
GO:1904424	1	regulation of GTP binding	go	BP	ARHGEF7	NP11	0.066	0.075	1000
GO:1904426	1	positive regulation of GTP binding	go	BP	CLN5	NP10	0.066	0.075	1000
GO:0032355	5	response to estradiol	go	BP	ESR1,PTEN,PTN,TACR3	NP10,NP11,NP12,NP16,NP17	0.067	2.487	1000
GO:0045746	3	negative regulation of Notch signaling pathway	go	BP	FBXW7,GDPD5,MMP14	NP10,NP11,NP19	0.067	0.925	1000
GO:0001946	2	lymphangiogenesis	go	BP	FLT4,PROX1	NP11,NP16	0.067	0.43	1000
GO:0007525	1	somatic muscle development	go	BP	NEB	NP01	0.067	0.076	1000
GO:0015942	1	formate metabolic process	go	BP	MTHFD1L	NP11	0.067	0.076	1000
GO:0021855	1	hypothalamus cell migration	go	BP	FOXB1	NP11	0.067	0.073	1000
GO:0043503	1	skeletal muscle fiber adaptation	go	BP	ACTA1	NP11	0.067	0.075	1000
GO:0046619	1	optic placode formation involved in camera-type eye formation	go	BP	PROX1	NP16	0.067	0.078	1000
GO:0035329	3	hippo signaling	go	BP	FAT4,TEAD2,YWHAB	NP01,NP11,NP12	0.068	0.99	1000
GO:0048703	2	embryonic viscerocranium morphogenesis	go	BP	MTHFD1L,NIPBL	NP11,NP16	0.068	0.434	1000
GO:0060306	2	regulation of membrane repolarization	go	BP	AKAP6,AKAP9	NP17,NP19	0.068	0.414	1000
GO:0035585	1	calcium-mediated signaling using extracellular calcium source	go	BP	CACNA1C	NP11	0.068	0.075	1000
GO:0042489	1	negative regulation of odontogenesis of dentin-containing tooth	go	BP	TNFRSF11B	NP19	0.068	0.073	1000
GO:0043649	1	dicarboxylic acid catabolic process	go	BP	ACOT8	NP01	0.068	0.071	1000
GO:0061379	1	inferior colliculus development	go	BP	FOXB1	NP11	0.068	0.074	1000
GO:0097681	1	double-strand break repair via alternative nonhomologous end joining	go	BP	POLQ	NP16	0.068	0.072	1000
GO:0018108	6	peptidyl-tyrosine phosphorylation	go	BP	BCR,EFEMP1,EPHA6,EPHB3,FGF23,FLT4,KIT,RELN,TRIM24,TTK,TTN	NP10,NP11,NP12,NP16,NP17,NP19	0.069	3.514	1000
GO:0090090	6	negative regulation of canonical Wnt signaling pathway	go	BP	APC,CDH2,CHD8,GLI3,MCC,PRKN,ZNRF3	NP04,NP11,NP12,NP16,NP17,NP19	0.069	3.608	1000
GO:0031424	4	keratinization	go	BP	LCE1A,LCE1C,LCE1E,LCE1F,LCE2B,LCE3C,LCE4A,LOR,SPRR1A,SPRR1B,SPRR3	NP01,NP11,NP16,NP17	0.069	1.598	1000
GO:0009306	3	protein secretion	go	BP	CBLN4,GOLPH3,LMF1	NP10,NP12,NP16	0.069	1.008	1000
GO:0042340	2	keratan sulfate catabolic process	go	BP	ACAN,HEXA	NP16,NP17	0.069	0.405	1000
GO:0050910	2	detection of mechanical stimulus involved in sensory perception of sound	go	BP	KIT,TMC2	NP11,NP16	0.069	0.461	1000
GO:0001550	1	ovarian cumulus expansion	go	BP	BMPR1B	NP19	0.069	0.078	1000
GO:0035701	1	hematopoietic stem cell migration	go	BP	KIT	NP16	0.069	0.082	1000
GO:0060083	1	smooth muscle contraction involved in micturition	go	BP	KCNMA1	NP12	0.069	0.074	1000
GO:0060978	1	angiogenesis involved in coronary vascular morphogenesis	go	BP	TGFBR1	NP19	0.069	0.07	1000
GO:0072393	1	microtubule anchoring at microtubule organizing center	go	BP	BICD2	NP16	0.069	0.075	1000
GO:1903244	1	positive regulation of cardiac muscle hypertrophy in response to stress	go	BP	PPP3CA	NP11	0.069	0.076	1000
GO:0015820	1	leucine transport	go	BP	SLC6A17	NP16	0.07	0.078	1000
GO:0033578	1	protein glycosylation in Golgi	go	BP	LMF1	NP12	0.07	0.077	1000
GO:0051246	1	regulation of protein metabolic process	go	BP	CUL4A	NP11	0.07	0.078	1000
GO:0097050	1	type B pancreatic cell apoptotic process	go	BP	RYR2	NP19	0.07	0.078	1000
GO:0098868	1	bone growth	go	BP	LEPR	NP01	0.07	0.074	1000
GO:0001666	6	response to hypoxia	go	BP	CXCR4,KCNMA1,MMP14,PLOD2,RYR2,SCAP,SMAD4,TGFB3	NP04,NP11,NP12,NP16,NP17,NP19	0.071	3.612	1000
GO:0007156	6	homophilic cell adhesion via plasma membrane adhesion molecules	go	BP	CDH2,CDH5,FAT4,PCDHA1,PCDHB12,PCDHGA1,PTPRT,SDK1	NP01,NP10,NP11,NP12,NP17,NP19	0.071	3.589	1000
GO:0030217	3	T cell differentiation	go	BP	KIT,LEPR,PREX1,VAV1	NP01,NP12,NP16	0.071	1.036	1000
GO:0003195	1	tricuspid valve formation	go	BP	ZFPM1	NP11	0.071	0.075	1000
GO:0036309	1	protein localization to M-band	go	BP	OBSCN	NP11	0.071	0.08	1000
GO:0038162	1	erythropoietin-mediated signaling pathway	go	BP	KIT	NP16	0.071	0.087	1000
GO:0051284	1	positive regulation of sequestering of calcium ion	go	BP	RYR2	NP19	0.071	0.08	1000
GO:0086029	1	Purkinje myocyte to ventricular cardiac muscle cell signaling	go	BP	RYR2	NP19	0.071	0.083	1000
GO:0070374	6	positive regulation of ERK1 and ERK2 cascade	go	BP	FBXW7,FGA,FGF23,FLT4,PTEN	NP10,NP11,NP12,NP16,NP17,NP19	0.072	3.757	1000
GO:0001519	1	peptide amidation	go	BP	PGLYRP2	NP11	0.072	0.078	1000
GO:0010265	1	SCF complex assembly	go	BP	CAND2	NP01	0.072	0.074	1000
GO:0032328	1	alanine transport	go	BP	SLC6A17	NP16	0.072	0.079	1000
GO:0048635	1	negative regulation of muscle organ development	go	BP	SFMBT1	NP19	0.072	0.075	1000
GO:0061441	1	renal artery morphogenesis	go	BP	PKD2	NP11	0.072	0.076	1000
GO:0090177	1	establishment of planar polarity involved in neural tube closure	go	BP	VANGL2	NP19	0.072	0.076	1000
GO:0098907	1	regulation of SA node cell action potential	go	BP	RYR2	NP19	0.072	0.081	1000
GO:0003281	3	ventricular septum development	go	BP	DNM2,LRP2,XIRP2	NP01,NP12,NP16	0.073	1.035	1000
GO:0035987	3	endodermal cell differentiation	go	BP	MMP14,MMP9,VTN	NP11,NP12,NP19	0.073	0.987	1000
GO:0048873	3	homeostasis of number of cells within a tissue	go	BP	IL7,KRAS	NP10,NP11,NP17	0.073	1.014	1000
GO:0042761	2	very long-chain fatty acid biosynthetic process	go	BP	ELOVL1,ELOVL4	NP01,NP11	0.073	0.418	1000
GO:0032971	1	regulation of muscle filament sliding	go	BP	MYBPC3	NP17	0.073	0.08	1000
GO:0034391	1	regulation of smooth muscle cell apoptotic process	go	BP	PDE1A	NP17	0.073	0.08	1000
GO:0036413	1	histone H3-R26 citrullination	go	BP	PADI4	NP01	0.073	0.078	1000
GO:0061302	1	smooth muscle cell-matrix adhesion	go	BP	VTN	NP12	0.073	0.086	1000
GO:0072208	1	metanephric smooth muscle tissue development	go	BP	PKD2	NP11	0.073	0.077	1000
GO:0098912	1	membrane depolarization during atrial cardiac muscle cell action potential	go	BP	CACNA1C	NP11	0.073	0.078	1000
GO:0003127	1	detection of nodal flow	go	BP	PKD2	NP11	0.074	0.082	1000
GO:0009258	1	10-formyltetrahydrofolate catabolic process	go	BP	ALDH1L1	NP11	0.074	0.08	1000
GO:0019100	1	male germ-line sex determination	go	BP	MAP3K4	NP11	0.074	0.078	1000
GO:0030832	1	regulation of actin filament length	go	BP	NEB	NP01	0.074	0.08	1000
GO:0032510	1	endosome to lysosome transport via multivesicular body sorting pathway	go	BP	LYST	NP16	0.074	0.083	1000
GO:0035261	1	external genitalia morphogenesis	go	BP	NIPBL	NP16	0.074	0.078	1000
GO:1903779	4	regulation of cardiac conduction	go	BP	ATP2A3,ITPR3,NPR2,RYR2,TRDN	NP04,NP12,NP16,NP19	0.075	1.758	1000
GO:0010821	2	regulation of mitochondrion organization	go	BP	GOLPH3,PRKN	NP11,NP16	0.075	0.46	1000
GO:0060996	2	dendritic spine development	go	BP	EPHB3,SLC12A5	NP12,NP16	0.075	0.461	1000
GO:0060025	1	regulation of synaptic activity	go	BP	STX1B	NP12	0.075	0.091	1000
GO:0007613	4	memory	go	BP	ITPR3,JPH3,KLK8,PTEN,VLDLR	NP12,NP16,NP17,NP19	0.076	1.823	1000
GO:0009953	3	dorsal/ventral pattern formation	go	BP	BMPR1B,LMX1B,SP8	NP12,NP17,NP19	0.076	1.065	1000
GO:0010243	2	response to organonitrogen compound	go	BP	CYP2E1,TP73	NP12,NP16	0.076	0.459	1000
GO:0030195	2	negative regulation of blood coagulation	go	BP	THBD,VTN	NP12,NP16	0.076	0.424	1000
GO:0032006	2	regulation of TOR signaling	go	BP	PKHD1,TELO2	NP11,NP16	0.076	0.449	1000
GO:0032695	2	negative regulation of interleukin-12 production	go	BP	CMKLR1	NP11,NP16	0.076	0.463	1000
GO:0051258	2	protein polymerization	go	BP	FGA,VTN	NP11,NP12	0.076	0.434	1000
GO:1901381	2	positive regulation of potassium ion transmembrane transport	go	BP	AKAP6,KCNE1	NP11,NP19	0.076	0.458	1000
GO:0002710	1	negative regulation of T cell mediated immunity	go	BP	DUSP22	NP19	0.076	0.089	1000
GO:0014886	1	transition between slow and fast fiber	go	BP	GTF2IRD1	NP11	0.076	0.09	1000
GO:0044702	1	single organism reproductive process	go	BP	NPR2	NP16	0.076	0.085	1000
GO:0048285	1	organelle fission	go	BP	MX1	NP01	0.076	0.079	1000
GO:1905065	1	positive regulation of vascular smooth muscle cell differentiation	go	BP	KIT	NP16	0.076	0.097	1000
GO:2000819	1	regulation of nucleotide-excision repair	go	BP	CUL4A	NP11	0.076	0.087	1000
GO:0006641	3	triglyceride metabolic process	go	BP	APOBR,CYP2E1,LMF1	NP10,NP12,NP16	0.077	1.1	1000
GO:0010966	1	regulation of phosphate transport	go	BP	FGF23	NP19	0.077	0.086	1000
GO:0072164	1	mesonephric tubule development	go	BP	PKD2	NP11	0.077	0.084	1000
GO:1904383	1	response to sodium phosphate	go	BP	FGF23	NP19	0.077	0.086	1000
GO:2000058	1	regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	go	BP	UBE3A	NP16	0.077	0.089	1000
GO:0035115	3	embryonic forelimb morphogenesis	go	BP	CACNA1C,HOXD9,NIPBL	NP11,NP16,NP17	0.078	1.071	1000
GO:0021819	2	layer formation in cerebral cortex	go	BP	GLI3,RELN	NP12,NP17	0.078	0.415	1000
GO:0030239	2	myofibril assembly	go	BP	MYH6	NP11,NP19	0.078	0.457	1000
GO:0060315	2	negative regulation of ryanodine-sensitive calcium-release channel activity	go	BP	PKD2,TRDN	NP04,NP11	0.078	0.464	1000
GO:0061669	1	spontaneous neurotransmitter secretion	go	BP	STX1B	NP12	0.078	0.099	1000
GO:0090164	1	asymmetric Golgi ribbon formation	go	BP	GOLPH3	NP16	0.078	0.088	1000
GO:1903526	1	negative regulation of membrane tubulation	go	BP	DNM2	NP16	0.078	0.082	1000
GO:0007015	4	actin filament organization	go	BP	ACTN1,DBN1,PPP1R9A	NP11,NP12,NP16,NP17	0.079	1.816	1000
GO:0050896	4	response to stimulus	go	BP	C2orf71,HMCN1,RIMS1,SLC24A4,WDR36	NP01,NP10,NP12,NP19	0.079	1.841	1000
GO:0071773	3	cellular response to BMP stimulus	go	BP	BMPR1B,SMAD4,SMAD9	NP10,NP17,NP19	0.079	1.106	1000
GO:0030516	2	regulation of axon extension	go	BP	DNM2,NKX6-1,WDR36	NP10,NP16	0.079	0.471	1000
GO:0007007	1	inner mitochondrial membrane organization	go	BP	OPA1	NP11	0.079	0.084	1000
GO:0007402	1	ganglion mother cell fate determination	go	BP	POU6F2	NP11	0.079	0.09	1000
GO:0032368	1	regulation of lipid transport	go	BP	PRKN	NP11	0.079	0.089	1000
GO:0033364	1	mast cell secretory granule organization	go	BP	LYST	NP16	0.079	0.088	1000
GO:0038018	1	Wnt receptor catabolic process	go	BP	RNF43,ZNRF3	NP16	0.079	0.081	1000
GO:0051177	1	meiotic sister chromatid cohesion	go	BP	HORMAD1	NP11	0.079	0.084	1000
GO:0097324	1	melanocyte migration	go	BP	KIT	NP16	0.079	0.093	1000
GO:0045732	4	positive regulation of protein catabolic process	go	BP	APC,PRKN,RAB7A	NP04,NP11,NP12,NP19	0.08	1.782	1000
GO:0048546	2	digestive tract morphogenesis	go	BP	EPHB3,VANGL2	NP12,NP19	0.08	0.496	1000
GO:0032762	1	mast cell cytokine production	go	BP	KIT	NP16	0.08	0.095	1000
GO:0043490	1	malate-aspartate shuttle	go	BP	SLC25A12	NP11	0.08	0.083	1000
GO:0048638	1	regulation of developmental growth	go	BP	NIPBL	NP16	0.08	0.088	1000
GO:0071464	1	cellular response to hydrostatic pressure	go	BP	PKD2	NP11	0.08	0.083	1000
GO:0098904	1	regulation of AV node cell action potential	go	BP	RYR2	NP19	0.08	0.087	1000
GO:1903382	1	negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway	go	BP	PRKN	NP11	0.08	0.088	1000
GO:0043518	2	negative regulation of DNA damage response, signal transduction by p53 class mediator	go	BP	SENP2,SNAI1	NP01,NP17	0.081	0.493	1000
GO:0055003	2	cardiac myofibril assembly	go	BP	FHOD3,TTN	NP11,NP19	0.081	0.479	1000
GO:0071354	2	cellular response to interleukin-6	go	BP	FGF23,PID1,SBNO2	NP11,NP19	0.081	0.488	1000
GO:0002035	1	brain renin-angiotensin system	go	BP	RPS6KA2	NP17	0.081	0.096	1000
GO:0060352	1	cell adhesion molecule production	go	BP	GOLPH3	NP16	0.081	0.092	1000
GO:1900272	1	negative regulation of long-term synaptic potentiation	go	BP	PPP1R9A	NP17	0.081	0.09	1000
GO:0016032	7	viral process	go	BP	ACOT8,AP1M1,CDK13,CUL4A,CUL5,FBXW7,KRT8,MPDZ,MSH6,NUP88,PLCG1,RBL1,TP53,TP73,UBE3A,YWHAB	NP01,NP10,NP11,NP12,NP16,NP17,NP19	0.082	4.899	1000
GO:0030512	4	negative regulation of transforming growth factor beta receptor signaling pathway	go	BP	DNM2,ONECUT2,TGFB3,TGFBR1	NP04,NP16,NP17,NP19	0.082	1.85	1000
GO:0010868	1	negative regulation of triglyceride biosynthetic process	go	BP	FBXW7	NP10	0.082	0.088	1000
GO:0042704	1	uterine wall breakdown	go	BP	TGFB3	NP04	0.082	0.088	1000
GO:0051270	1	regulation of cellular component movement	go	BP	B4GALT1	NP12	0.082	0.091	1000
GO:0060318	1	definitive erythrocyte differentiation	go	BP	ZFPM1	NP11	0.082	0.09	1000
GO:0002223	5	stimulatory C-type lectin receptor signaling pathway	go	BP	CARD11,KRAS,NRAS,PRKACG	NP10,NP11,NP12,NP16,NP17	0.083	2.712	1000
GO:0050808	3	synapse organization	go	BP	AGRN,KLK8,NFASC	NP11,NP16,NP19	0.083	1.09	1000
GO:0005513	2	detection of calcium ion	go	BP	KCNMB3,RYR2	NP11,NP19	0.083	0.514	1000
GO:0002378	1	immunoglobulin biosynthetic process	go	BP	GALNT2	NP11	0.083	0.093	1000
GO:0038109	1	Kit signaling pathway	go	BP	KIT	NP16	0.083	0.099	1000
GO:0045136	1	development of secondary sexual characteristics	go	BP	B4GALT1	NP12	0.083	0.09	1000
GO:0048105	1	establishment of body hair planar orientation	go	BP	VANGL2	NP19	0.083	0.094	1000
GO:0060488	1	orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis	go	BP	VANGL2	NP19	0.083	0.094	1000
GO:0060489	1	planar dichotomous subdivision of terminal units involved in lung branching morphogenesis	go	BP	VANGL2	NP19	0.083	0.094	1000
GO:0060490	1	lateral sprouting involved in lung morphogenesis	go	BP	VANGL2	NP19	0.083	0.094	1000
GO:0060849	1	regulation of transcription involved in lymphatic endothelial cell fate commitment	go	BP	PROX1	NP16	0.083	0.091	1000
GO:0060395	4	SMAD protein signal transduction	go	BP	BTBD11,HIPK2,SMAD4,SMAD9,TGFB3	NP04,NP10,NP11,NP17	0.084	1.816	1000
GO:0007512	2	adult heart development	go	BP	MYH6	NP11,NP19	0.084	0.515	1000
GO:0045995	2	regulation of embryonic development	go	BP	LAMA1,LAMA4,NIPBL	NP11,NP16	0.084	0.495	1000
GO:0060707	2	trophoblast giant cell differentiation	go	BP	SENP2,SNAI1	NP01,NP17	0.084	0.471	1000
GO:0002327	1	immature B cell differentiation	go	BP	KIT	NP16	0.084	0.101	1000
GO:0060319	1	primitive erythrocyte differentiation	go	BP	ZFPM1	NP11	0.084	0.091	1000
GO:0014068	4	positive regulation of phosphatidylinositol 3-kinase signaling	go	BP	KIT,PRR5L,RELN,UBE3A	NP12,NP16,NP17,NP19	0.085	1.931	1000
GO:0060041	4	retina development in camera-type eye	go	BP	BMPR1B,POU4F2,RP1L1,SLC4A5,TULP1	NP11,NP12,NP16,NP19	0.085	1.823	1000
GO:0042692	2	muscle cell differentiation	go	BP	SYNE1	NP01,NP11	0.085	0.495	1000
GO:0047496	2	vesicle transport along microtubule	go	BP	DYNC1I1,HTT	NP11,NP16	0.085	0.496	1000
GO:0051480	3	regulation of cytosolic calcium ion concentration	go	BP	CALB2,RYR2,TMEM178A	NP11,NP17,NP19	0.086	1.066	1000
GO:0001964	2	startle response	go	BP	KCNH1,PRKN	NP11,NP17	0.086	0.503	1000
GO:0036109	2	alpha-linolenic acid metabolic process	go	BP	ACOT8,ELOVL1	NP01,NP11	0.086	0.489	1000
GO:0060047	2	heart contraction	go	BP	RPS6KA2,TRDN	NP04,NP17	0.086	0.502	1000
GO:0071391	2	cellular response to estrogen stimulus	go	BP	BCAS3,ESR1,TRIM24	NP10,NP11	0.086	0.482	1000
GO:1990089	1	response to nerve growth factor	go	BP	PTN	NP10	0.086	0.097	1000
GO:0048015	5	phosphatidylinositol-mediated signaling	go	BP	CD80,FGF23,IRS2,KIT,PTEN,VAV1	NP11,NP12,NP16,NP17,NP19	0.087	2.746	1000
GO:0000023	1	maltose metabolic process	go	BP	GAA	NP11	0.087	0.098	1000
GO:0002692	1	negative regulation of cellular extravasation	go	BP	BCR	NP11	0.087	0.095	1000
GO:0021775	1	smoothened signaling pathway involved in ventral spinal cord interneuron specification	go	BP	GLI3	NP17	0.087	0.102	1000
GO:0021776	1	smoothened signaling pathway involved in spinal cord motor neuron cell fate specification	go	BP	GLI3	NP17	0.087	0.102	1000
GO:0043314	1	negative regulation of neutrophil degranulation	go	BP	BCR	NP11	0.087	0.095	1000
GO:0045837	1	negative regulation of membrane potential	go	BP	PTN	NP10	0.087	0.095	1000
GO:0051707	1	response to other organism	go	BP	KRT8	NP11	0.087	0.092	1000
GO:0043491	3	protein kinase B signaling	go	BP	PTEN	NP12,NP16,NP17	0.088	1.108	1000
GO:0030327	1	prenylated protein catabolic process	go	BP	PCYOX1	NP11	0.088	0.096	1000
GO:0016055	6	Wnt signaling pathway	go	BP	APC,HMGXB4,MCC,RNF43,SENP2	NP01,NP04,NP11,NP12,NP16,NP19	0.089	3.754	1000
GO:0016477	6	cell migration	go	BP	ADGRE2,APC,CD248,CDH2,DGKZ,EPHB3,GOLPH3,PLCG1,PODXL,PTEN,PTPRF,SNAI1,TAOK2	NP04,NP11,NP12,NP16,NP17,NP19	0.089	3.729	1000
GO:0007416	4	synapse assembly	go	BP	ADGRL3,PTEN,SDK1	NP12,NP16,NP17,NP19	0.089	1.766	1000
GO:0036344	1	platelet morphogenesis	go	BP	ACTN1	NP12	0.089	0.098	1000
GO:0072133	1	metanephric mesenchyme morphogenesis	go	BP	SMAD4	NP17	0.089	0.1	1000
GO:1902530	1	positive regulation of protein linear polyubiquitination	go	BP	PRKN	NP11	0.089	0.095	1000
GO:0048168	2	regulation of neuronal synaptic plasticity	go	BP	DBN1,JPH3	NP11,NP16	0.09	0.505	1000
GO:0033273	1	response to vitamin	go	BP	SETDB1	NP17	0.09	0.101	1000
GO:0007611	3	learning or memory	go	BP	PTEN	NP12,NP16,NP17	0.091	1.157	1000
GO:0086064	2	cell communication by electrical coupling involved in cardiac conduction	go	BP	CACNA1C,RYR2	NP11,NP19	0.091	0.512	1000
GO:2000045	2	regulation of G1/S transition of mitotic cell cycle	go	BP	PID1,SENP2	NP01,NP11	0.091	0.533	1000
GO:0007040	3	lysosome organization	go	BP	GAA,LYST,TFEB	NP11,NP16,NP19	0.092	1.156	1000
GO:0043555	1	regulation of translation in response to stress	go	BP	RPS6KA3	NP16	0.092	0.098	1000
GO:0045055	2	regulated exocytosis	go	BP	RIMS1,STEAP2	NP12,NP16	0.093	0.53	1000
GO:2001274	1	negative regulation of glucose import in response to insulin stimulus	go	BP	PID1	NP11	0.093	0.104	1000
GO:0007224	4	smoothened signaling pathway	go	BP	DISP2,GLI3,HIPK2,IFT46,NKX6-1	NP11,NP12,NP16,NP17	0.094	1.982	1000
GO:0031647	4	regulation of protein stability	go	BP	KRAS,PTEN,TRIM24	NP10,NP12,NP16,NP17	0.094	1.871	1000
GO:0043585	1	nose morphogenesis	go	BP	GLI3	NP17	0.094	0.105	1000
GO:0046639	1	negative regulation of alpha-beta T cell differentiation	go	BP	GLI3	NP17	0.094	0.102	1000
GO:1901798	1	positive regulation of signal transduction by p53 class mediator	go	BP	CHD5	NP10	0.094	0.105	1000
GO:0048286	3	lung alveolus development	go	BP	FLT4,FOXP2,STK40,TGFB3	NP04,NP11,NP12	0.095	1.192	1000
GO:1900026	3	positive regulation of substrate adhesion-dependent cell spreading	go	BP	ARHGEF7,DNM2,FGA,PREX1	NP11,NP12,NP16	0.095	1.111	1000
GO:0003190	1	atrioventricular valve formation	go	BP	SMAD4	NP17	0.095	0.109	1000
GO:0006302	4	double-strand break repair	go	BP	LIG3,NBN,POLQ,RECQL4	NP01,NP10,NP11,NP16	0.096	1.908	1000
GO:0046330	4	positive regulation of JNK cascade	go	BP	DUSP22,FLT4,HIPK2,SDCBP,TAOK2	NP11,NP12,NP16,NP19	0.096	1.939	1000
GO:0010043	3	response to zinc ion	go	BP	PTEN	NP12,NP16,NP17	0.096	1.18	1000
GO:0030207	2	chondroitin sulfate catabolic process	go	BP	HEXA,NCAN	NP11,NP16	0.096	0.55	1000
GO:0045579	2	positive regulation of B cell differentiation	go	BP	ATP11C,MMP14	NP10,NP19	0.096	0.524	1000
GO:0021530	1	spinal cord oligodendrocyte cell fate specification	go	BP	OLIG2	NP16	0.096	0.11	1000
GO:0021562	1	vestibulocochlear nerve development	go	BP	POU4F3	NP19	0.096	0.104	1000
GO:2000078	1	positive regulation of type B pancreatic cell development	go	BP	NKX6-1	NP16	0.096	0.105	1000
GO:2000736	1	regulation of stem cell differentiation	go	BP	TEAD2	NP11	0.096	0.108	1000
GO:0031398	4	positive regulation of protein ubiquitination	go	BP	FBXW7,RNF111,SENP2,UBE3A	NP01,NP10,NP11,NP16	0.097	1.905	1000
GO:0001766	1	membrane raft polarization	go	BP	DOCK2	NP01	0.097	0.111	1000
GO:0030241	1	skeletal muscle myosin thick filament assembly	go	BP	TTN	NP19	0.097	0.114	1000
GO:2001016	1	positive regulation of skeletal muscle cell differentiation	go	BP	GPC1	NP11	0.097	0.107	1000
GO:0014898	2	cardiac muscle hypertrophy in response to stress	go	BP	MYH6,PPP3CA	NP11,NP19	0.098	0.538	1000
GO:0007412	1	axon target recognition	go	BP	FOXB1	NP11	0.098	0.117	1000
GO:0022029	1	telencephalon cell migration	go	BP	FOXB1	NP11	0.098	0.114	1000
GO:0006941	2	striated muscle contraction	go	BP	MYH6,TTN	NP11,NP19	0.099	0.511	1000
GO:0060441	2	epithelial tube branching involved in lung morphogenesis	go	BP	KRAS	NP10,NP17	0.099	0.517	1000
GO:0015732	1	prostaglandin transport	go	BP	SLCO2A1	NP11	0.099	0.105	1000
GO:0048769	1	sarcomerogenesis	go	BP	TTN	NP19	0.099	0.117	1000
GO:0051684	1	maintenance of Golgi location	go	BP	ARHGAP21	NP17	0.099	0.106	1000
GO:0007219	5	Notch signaling pathway	go	BP	ADAM10,FAT4,IFT74,MAML3,PTP4A3,ZNF423	NP01,NP11,NP12,NP17,NP19	0.1	2.843	1000
GO:0000272	1	polysaccharide catabolic process	go	BP	CHIT1	NP11	0.1	0.11	1000
GO:0042461	1	photoreceptor cell development	go	BP	RP1L1	NP11	0.1	0.108	1000
GO:0048871	1	multicellular organismal homeostasis	go	BP	TNS2	NP11	0.1	0.111	1000
GO:1902775	1	mitochondrial large ribosomal subunit assembly	go	BP	DHX30	NP19	0.1	0.108	1000
GO:2000984	1	negative regulation of ATP citrate synthase activity	go	BP	NIPSNAP2	NP19	0.1	0.115	1000
GO:0016577	1	histone demethylation	go	BP	KDM4B	NP12	0.101	0.111	1000
GO:0032642	1	regulation of chemokine production	go	BP	ZFPM1	NP11	0.101	0.108	1000
GO:0060632	1	regulation of microtubule-based movement	go	BP	IGBP1	NP19	0.101	0.114	1000
GO:0071322	1	cellular response to carbohydrate stimulus	go	BP	RPS6KA2	NP17	0.101	0.114	1000
GO:0045597	3	positive regulation of cell differentiation	go	BP	BMPR1B,POU4F2,RPS6KA3	NP12,NP16,NP19	0.102	1.185	1000
GO:0001824	2	blastocyst development	go	BP	HORMAD1,TGFBR1	NP11,NP19	0.102	0.543	1000
GO:0021513	1	spinal cord dorsal/ventral patterning	go	BP	INTU	NP11	0.102	0.112	1000
GO:0045686	1	negative regulation of glial cell differentiation	go	BP	NKX6-1	NP16	0.102	0.11	1000
